genename	p_value	fdr
2870	F3	3.54664749034769e-60	7.87773906535088e-59
1338	CD34	4.60140687130732e-60	1.01982815036622e-58
1383	CDC25A	5.39708075013447e-60	1.19357614067648e-58
4825	LPAR1	5.41371626804168e-60	1.1946580389325e-58
1091	CAMK2B	5.42697322595325e-60	1.1949913122862e-58
1476	CDT1	5.7999799146915e-60	1.27436707715241e-58
7667	RPS6KC1	6.04876182659634e-60	1.326164958232e-58
1280	CCNF	6.41866235414672e-60	1.40423768018784e-58
8088	SIGLEC1	7.17653329243017e-60	1.56667109836678e-58
5690	NDRG2	7.2898831211555e-60	1.58800815827655e-58
2305	DLG5	7.69871838842163e-60	1.6734842343037e-58
3932	HPS5	7.95825267164496e-60	1.72621118184742e-58
5115	MCRS1	8.02843135469825e-60	1.73772834407118e-58
1035	CABLES2	8.63938374388226e-60	1.8659968328347e-58
5977	NR4A3	1.11847794604213e-59	2.41065172565394e-58
6061	NUP133	1.14898569854383e-59	2.47116945270325e-58
6294	PCDH9	1.28122125059895e-59	2.74976029163356e-58
6048	NUDT1	1.29435716762848e-59	2.77210430869148e-58
6476	PHLDA1	1.38976433374149e-59	2.97018331242693e-58
10045	ZNF219	1.59443648085507e-59	3.40046170225129e-58
6671	PMPCA	1.84110269198756e-59	3.91831332334506e-58
341	ANKRD27	1.91027534396629e-59	4.05704197790587e-58
2176	DCTN2	2.12541524778319e-59	4.5045519407705e-58
5070	MAVS	2.65785507086996e-59	5.62128058959669e-58
8447	SPATA2	3.25261927046026e-59	6.86491614904404e-58
7125	PXMP4	3.51402127469418e-59	7.40127089595526e-58
8708	SUZ12	4.24367687085454e-59	8.91961256347175e-58
4488	KHDC4	5.8465035105371e-59	1.22631917964317e-57
8071	SHCBP1	1.17643753333911e-58	2.46253066392156e-57
2943	FANCG	1.28268200148486e-58	2.6794094458122e-57
2481	DUSP9	1.43837365588656e-58	2.99847852486352e-57
7536	RNF220	1.47183344682119e-58	3.06195534857096e-57
9730	VPS11	1.82643967237503e-58	3.79191240552472e-57
3136	FOXK1	2.01642626139305e-58	4.17782166133432e-57
4239	IPCEF1	2.14120353260808e-58	4.42732998724024e-57
6522	PIK3R2	2.5605500863703e-58	5.28366653725052e-57
6890	PRIM1	3.52271212871736e-58	7.25436244644569e-57
5516	MYBL2	3.79683560928475e-58	7.80307245520278e-57
7229	RAD54L	4.02937273000476e-58	8.26427596418114e-57
2074	CXCL2	4.93284917918972e-58	1.00969566800598e-56
2113	CYP3A4	4.96015314807113e-58	1.01324574247646e-56
3896	HOXA13	5.74623734125956e-58	1.17147239424115e-56
9220	TP53I3	5.93015773467991e-58	1.20654989269797e-56
879	BMX	6.20198776984595e-58	1.25933775614057e-56
4562	KLF13	6.39196726495056e-58	1.29532834634147e-56
3583	GRPEL2	7.03561638205823e-58	1.42292893548068e-56
475	ARHGAP15	7.17442549564428e-58	1.44731670366702e-56
1900	CPSF4	7.18465482504519e-58	1.44731670366702e-56
8773	TACC3	9.33839174200939e-58	1.87745966781545e-56
4877	LSM14B	1.26177342231355e-57	2.53175957104452e-56
2813	ETS2	1.57576997714587e-57	3.15557243651671e-56
2472	DUSP2	1.70205902710424e-57	3.40177730505529e-56
6698	POLD1	2.25697183583397e-57	4.50199499724293e-56
5571	MYO5C	2.72351048627264e-57	5.42197107179092e-56
1524	CEP152	4.21123805681035e-57	8.36736811561166e-56
8267	SLITRK2	4.51921759585291e-57	8.96179348978785e-56
10068	ZNF341	5.1609479876153e-57	1.02144598984456e-55
6188	P2RY12	5.36070172501659e-57	1.05892075045813e-55
3424	GNAO1	6.35612902244038e-57	1.25311822762182e-55
1830	COMMD4	6.85088973704504e-57	1.34804838094699e-55
8440	SPAG7	7.02695913321444e-57	1.38002423286082e-55
7471	RIC8A	7.76379826390727e-57	1.52179421461905e-55
2696	ENAH	7.84610898476978e-57	1.53497051350121e-55
3579	GRM8	8.39672909984658e-57	1.63953791041726e-55
4703	LASP1	8.58689986744967e-57	1.67345847416792e-55
5189	METTL13	8.97420019622761e-57	1.74559347220313e-55
2443	DSN1	9.42152526565383e-57	1.82910642228047e-55
4135	IL18RAP	1.04911591517628e-56	2.03288689620729e-55
960	C15orf41	1.6449933236197e-56	3.18146712570024e-55
3516	GPR83	1.73982921450497e-56	3.35849764689924e-55
10051	ZNF251	1.7578022747457e-56	3.38676563276288e-55
803	BCL2L12	1.92423106501502e-56	3.70041637512245e-55
1252	CCL2	2.24924491968821e-56	4.31727708829966e-55
4679	LAMA2	2.49762978489625e-56	4.78500711897355e-55
5765	NEU1	2.62591891905489e-56	5.01431855540228e-55
761	BAP1	2.62718154922777e-56	5.01431855540228e-55
3299	GCKR	3.35796456829615e-56	6.39711115229901e-55
2466	DUSP12	3.75263415331425e-56	7.13561630685344e-55
236	AJAP1	4.03350964750503e-56	7.6553906052367e-55
6433	PFKFB2	4.63288568477644e-56	8.77660075814353e-55
8064	SHARPIN	4.77744672585602e-56	9.03363671786865e-55
3477	GPAA1	5.51657186435235e-56	1.04118897172646e-54
6945	PROZ	5.72771103795528e-56	1.07903711831702e-54
2362	DNAJC6	7.00552094251017e-56	1.3173228197441e-54
2762	ERBB4	7.19231347828975e-56	1.34995212204136e-54
5252	MLEC	8.23999157015808e-56	1.54374648698376e-54
4662	KRTCAP2	8.5504438334859e-56	1.59896443231713e-54
5108	MCM7	1.00616899868221e-55	1.87812059148516e-54
2099	CYHR1	1.05951690582654e-55	1.97407792728451e-54
2702	ENO3	1.13034699811253e-55	2.10219744274201e-54
4769	LILRB1	1.19669805730042e-55	2.22153455053234e-54
8982	THAP8	1.19903169118424e-55	2.22181227585014e-54
6014	NSMCE2	1.2165867642518e-55	2.25024311867883e-54
3192	FYN	1.2615635209086e-55	2.32919885629821e-54
320	ANAPC7	1.29206790201756e-55	2.3811968781204e-54
6928	PRLR	1.50842475125899e-55	2.77490144567047e-54
6173	OTX1	1.53702986482312e-55	2.82241964166888e-54
7418	RFXANK	1.65347229717835e-55	3.03077003228744e-54
986	C20orf27	2.17047089895249e-55	3.97125907464814e-54
8669	STX6	2.34063723101598e-55	4.27491966806563e-54
8258	SLC9A6	2.71847263042943e-55	4.95609714504634e-54
867	BMP2K	3.3850699801943e-55	6.16034291744483e-54
3515	GPR65	3.64730695166108e-55	6.62572386058003e-54
615	ATAD5	3.71126898677636e-55	6.72990007174258e-54
6393	PDZRN3	3.83521357986463e-55	6.94228251743111e-54
6631	PLIN2	4.59117601051176e-55	8.29592070247533e-54
3688	HCFC1	4.75702638403732e-55	8.58035982354817e-54
2299	DLC1	5.5623704996243e-55	1.00152203703855e-53
7499	RMI1	5.79726840074595e-55	1.04197193358284e-53
8955	TGFA	6.17830182443961e-55	1.10849849135845e-53
3790	HIST1H2AM	6.94907726224014e-55	1.24459441881635e-53
7279	RARB	7.58921389138934e-55	1.3568554115484e-53
3347	GHR	8.59081933382287e-55	1.53323517689439e-53
6604	PLCE1	1.11146708315812e-54	1.98020221312916e-53
3058	FGFR1	1.25170848919831e-54	2.22615917143609e-53
6705	POLE2	1.30794233946255e-54	2.3221112424699e-53
3190	FXYD6	1.61217361997462e-54	2.85725474494804e-53
4316	ITGB8	1.87778647450962e-54	3.3222124878585e-53
360	ANTXR2	1.88840191429581e-54	3.33519317259224e-53
6063	NUP155	2.15016016186165e-54	3.79091496128572e-53
5091	MCC	2.27877062187641e-54	4.01071514469701e-53
6837	PPP2R5A	2.31906703401373e-54	4.07458876287075e-53
5672	NCOA6	2.34436509187737e-54	4.11193553097732e-53
7894	SEC24B	3.27096142896861e-54	5.72727893578273e-53
734	B4GALT3	3.97316982701231e-54	6.94288412326189e-53
1254	CCL21	3.97886704400048e-54	6.94288412326189e-53
7397	RETREG2	4.31566671780469e-54	7.5176845068882e-53
284	ALMS1	4.3479542468064e-54	7.56098094919001e-53
3152	FPR2	4.81257546155233e-54	8.3546638515993e-53
2077	CXCL6	4.89037091031298e-54	8.47525439022383e-53
2804	ESRRG	5.83082782319158e-54	1.00879271165524e-52
9811	WDR62	6.82871620773335e-54	1.17943174840868e-52
9348	TRPC6	7.23218513163803e-54	1.24700032786701e-52
4608	KLRK1	7.36131236442496e-54	1.26711727044493e-52
7740	RXFP1	7.49195591051109e-54	1.2874268155005e-52
2042	CTTNBP2	9.296110645231e-54	1.59476110613718e-52
8649	STRBP	1.03292211968138e-53	1.76900954941391e-52
4224	INTS10	1.22036572670288e-53	2.0865177374367e-52
583	ASB6	1.41297692054092e-53	2.4117809081649e-52
26	ABCB8	1.52599663022984e-53	2.60032893121074e-52
4579	KLHL2	1.61099115921908e-53	2.74057074627688e-52
8485	SPON1	1.64361346775042e-53	2.79139896618115e-52
7969	SERPINB9	1.70315144474245e-53	2.88769327456083e-52
9315	TRIM59	1.93447687866098e-53	3.27444813421268e-52
6798	PPM1F	2.41281444660048e-53	4.07733577496125e-52
2698	ENDOV	3.07472791704277e-53	5.18726485905077e-52
8087	SIGIRR	3.68034339689627e-53	6.19869757891155e-52
8174	SLC23A2	4.06500655295443e-53	6.83525812614965e-52
1017	C8orf33	4.51328889763597e-53	7.57651616429879e-52
3292	GCDH	5.88707326549141e-53	9.86642443654763e-52
2849	EXPH5	6.1416125387482e-53	1.02760895323496e-51
5582	MYOT	6.88493262295665e-53	1.15008899135202e-51
5040	MAPT	8.49608813564972e-53	1.4168967967863e-51
5587	MYPOP	8.99069833873613e-53	1.49692920130872e-51
2112	CYP2R1	1.02940834217877e-52	1.71113906290599e-51
1838	COP1	1.13771032742558e-52	1.88807947159877e-51
6696	POLA2	1.43835340304634e-52	2.38312201452613e-51
4068	IFT81	1.63143461710676e-52	2.69863160322392e-51
5620	NALCN	1.67980460331652e-52	2.77413185544463e-51
2213	DDX41	1.94699472688066e-52	3.21017461208378e-51
5426	MS4A7	2.20414432418669e-52	3.6282783511248e-51
8123	SIX4	2.34484638063067e-52	3.8536546413822e-51
5006	MAP3K9	2.76628747444092e-52	4.53894233507863e-51
4326	ITPKA	3.16047077019464e-52	5.17737023271982e-51
9894	XRCC1	3.32564787635529e-52	5.43919868909363e-51
4022	ID2	3.42453078954265e-52	5.59193446581339e-51
9939	ZBTB21	3.7733246066047e-52	6.1516075677868e-51
8984	THBS1	4.83042307551565e-52	7.86238303155532e-51
1651	CIP2A	5.53042424256346e-52	8.98738112134155e-51
1928	CREM	5.54771426911723e-52	9.00110004142418e-51
6252	PARP2	5.6609582009991e-52	9.17021142973946e-51
4843	LRP11	5.98256724117458e-52	9.67578005476455e-51
6708	POLG2	6.2143488125687e-52	1.00346937254383e-50
4139	IL1R1	6.25674776242142e-52	1.00871465906677e-50
1182	CBLN2	6.80956666640018e-52	1.0961031914128e-50
2755	EPS8L3	7.29170894561227e-52	1.17185711064319e-50
6635	PLK3	7.74321297290466e-52	1.24245592387002e-50
5697	NDUFA4L2	9.35472486143016e-52	1.49867111835164e-50
5344	MRGBP	9.63066946391354e-52	1.54045283736466e-50
3358	GINS4	1.04234589850165e-51	1.66464439960083e-50
2055	CUL7	1.14687099777694e-51	1.82870198438634e-50
553	ARPC1A	1.20637615452683e-51	1.92057349295798e-50
3151	FPR1	1.27719794678598e-51	2.03014604885216e-50
3101	FLT3	1.33543138752082e-51	2.1193983627534e-50
8590	STAB1	1.35492045564463e-51	2.14697909583689e-50
684	ATP6V1C1	1.39435911583851e-51	2.20603659182352e-50
6588	PLA2R1	1.41812188276208e-51	2.24014812318922e-50
7018	PSMD2	1.42106676032399e-51	2.24131971360867e-50
2941	FANCE	1.59136556958846e-51	2.50603125997266e-50
9815	WDR76	1.60728243243044e-51	2.52718457266072e-50
1450	CDK5	1.63253512967666e-51	2.56292899293221e-50
3268	GAS1	1.94228858588038e-51	3.04451491281373e-50
7672	RPTOR	2.07278886396775e-51	3.24407401740675e-50
5777	NF2	2.31653803226805e-51	3.6199909988115e-50
253	AKAP7	2.45084993246692e-51	3.82400250966042e-50
9907	YEATS2	2.48104605666409e-51	3.86518859639262e-50
8613	STAU2	2.73938124660044e-51	4.26112009505601e-50
6773	PPBP	2.93849502760171e-51	4.56386410928125e-50
7146	R3HDM1	3.05932331187041e-51	4.74428293470391e-50
4311	ITGB3BP	3.16128606729286e-51	4.89494112063474e-50
7349	RBP1	3.55648269620335e-51	5.49849520797519e-50
5490	MTX1	3.92782741937985e-51	6.06339731978015e-50
7135	QARS	3.99850574268226e-51	6.16315135156162e-50
6156	OSBPL3	4.07276218532104e-51	6.26811039504855e-50
5274	MMP11	4.46226882288475e-51	6.85719950682879e-50
6586	PLA2G5	4.956331183435e-51	7.60494074345162e-50
8129	SKAP1	5.52451340508349e-51	8.46398717920397e-50
7832	SCGB3A1	5.83740266667204e-51	8.92990937263979e-50
8325	SNAI1	6.38037591360974e-51	9.74588050587866e-50
2453	DTX1	8.09806657583595e-51	1.23510691568185e-49
1537	CEP72	8.57990764992177e-51	1.30663773237506e-49
6035	NTRK3	9.04913765600567e-51	1.37603703100965e-49
1010	C7orf25	1.14931687858431e-50	1.74507471728929e-49
1997	CST7	1.24019948364249e-50	1.88026070746574e-49
3809	HIST1H3H	1.29321609788663e-50	1.95772133389892e-49
4896	LTBP4	1.59982761694628e-50	2.41828326109875e-49
9927	YY1AP1	1.79651747677172e-50	2.71156858919863e-49
79	ACOT8	2.10861116045395e-50	3.17791130893305e-49
5192	METTL18	2.12263940282811e-50	3.19432110132698e-49
6488	PI4KB	2.19854610784684e-50	3.30366463148093e-49
948	BZW1	2.37224731315279e-50	3.5594206366819e-49
6067	NUP210	2.46334728300445e-50	3.69066743888134e-49
9759	VSIG2	2.72345072534079e-50	4.07436238660174e-49
4272	IRF8	2.81791587701504e-50	4.20429982514085e-49
2039	CTSL	2.81857119900331e-50	4.20429982514085e-49
6481	PHPT1	2.84571287842866e-50	4.2385705874458e-49
8451	SPATC1L	3.06679828688467e-50	4.56118990825698e-49
8391	SOCS3	3.27020559870198e-50	4.85661336578033e-49
4234	INTS8	3.37911982701208e-50	5.01104752189416e-49
4878	LSM2	3.96857139423614e-50	5.8766050645654e-49
5975	NR4A1	3.99076591500586e-50	5.89997001544319e-49
3822	HIST2H2AC	3.99594941574792e-50	5.89997001544319e-49
851	BLM	4.15553325546459e-50	6.12670142142628e-49
5446	MT1G	4.26367897410721e-50	6.27704865464437e-49
5592	MZB1	4.86281134268474e-50	7.14875430478784e-49
2699	ENG	4.95169376128733e-50	7.26891495433998e-49
8336	SNCA	5.33621474425432e-50	7.82209115177222e-49
9993	ZFP64	5.41447158895879e-50	7.92538409704716e-49
8297	SMC4	5.7056918248306e-50	8.33965559396576e-49
672	ATP6AP1	5.85004870659852e-50	8.53838529300241e-49
3357	GINS3	6.71751791937675e-50	9.79044552920053e-49
4023	ID3	6.89443518681223e-50	1.00339183341117e-48
7268	RAP2A	7.50972636353733e-50	1.09137780423236e-48
5221	MIB1	7.8701692890722e-50	1.14212884704325e-48
918	BRPF3	8.17151776401564e-50	1.18417165546056e-48
2965	FBLN5	9.12506962063322e-50	1.32047415719348e-48
1561	CFI	9.33082765077911e-50	1.34833110357068e-48
3954	HSF2BP	9.60514943446706e-50	1.38600262690544e-48
5368	MRPL32	1.01030282802853e-49	1.45578054809267e-48
9037	TJAP1	1.12831386401346e-49	1.62352714831809e-48
3692	HCLS1	1.16691211625698e-49	1.67669448568959e-48
7065	PTK2	1.18558596367194e-49	1.70112355549148e-48
8651	STRIP2	1.31488199966592e-49	1.88398515247908e-48
4072	IGF1	1.3903220304538e-49	1.98927510770837e-48
6887	PRICKLE1	1.43071959880041e-49	2.04420090991525e-48
478	ARHGAP19	1.43893705750046e-49	2.05305844122751e-48
1961	CS	1.59455780649473e-49	2.27190988311917e-48
2940	FANCD2	2.43250613991978e-49	3.46096293166489e-48
3404	GLYAT	2.54827694292374e-49	3.62061750563733e-48
4228	INTS2	2.63701119382777e-49	3.74146650973639e-48
2860	F11	2.72574291681954e-49	3.86197530540462e-48
7290	RASD2	3.22468376650018e-49	4.56254630829017e-48
310	AMPH	3.79587788722846e-49	5.36325913149655e-48
4300	ITGAD	3.9208606277389e-49	5.53216576504686e-48
5794	NFIL3	4.53368986679522e-49	6.38798158101216e-48
6097	OAT	5.24621093940871e-49	7.38170178237964e-48
166	ADNP	5.5125639455069e-49	7.74576146652509e-48
3763	HIF1AN	6.05620240824106e-49	8.49789615159121e-48
2729	EPHA3	6.11239546856647e-49	8.56493100574748e-48
1188	CBX1	6.17938463345874e-49	8.64688856618649e-48
8289	SMARCD1	6.74841665204104e-49	9.43017068697987e-48
9561	UFC1	7.06063391274308e-49	9.85292576053983e-48
1331	CD274	7.25953554156209e-49	1.01166102827823e-47
4603	KLRB1	9.41814712474471e-49	1.31068140492514e-47
2833	EXOC4	1.01622552789946e-48	1.412303592257e-47
8117	SIRT7	1.02482378046022e-48	1.42231000254049e-47
5640	NBAS	1.10664577436436e-48	1.53377485866602e-47
1906	CR1	1.30815391764127e-48	1.81059181009043e-47
2001	CSTF2	1.40128148036202e-48	1.93685278528843e-47
2122	CYTIP	1.42412403928312e-48	1.96575493237818e-47
7421	RGL1	1.48498086928557e-48	2.04697972672658e-47
9982	ZEB2	1.56749952309918e-48	2.15780414729201e-47
4431	KCNJ15	1.92708044430686e-48	2.64921477836942e-47
7937	SENP1	2.28353074004958e-48	3.1350011091126e-47
3275	GATA3	2.56561649070426e-48	3.51752244743051e-47
3614	GTF2IRD1	2.98534717238974e-48	4.08747466819931e-47
7362	RCL1	3.39915622179259e-48	4.64779788229786e-47
3157	FRMD4B	3.59429544384804e-48	4.90802248996861e-47
2761	ERBB3	3.87859267353779e-48	5.28913180534851e-47
4268	IRF4	4.4955551475817e-48	6.12226004234922e-47
5129	MEA1	5.05173151070586e-48	6.87048992759502e-47
301	AMHR2	6.58419809034447e-48	8.94272992964943e-47
8036	SH2D1A	6.81077804077853e-48	9.23813933451201e-47
1990	CSPG5	8.11850375094507e-48	1.09972754538434e-46
9757	VRK1	8.8855706350996e-48	1.20203337860197e-46
4265	IRF2BP2	9.1523737740533e-48	1.23648205051055e-46
4241	IPO13	9.19381737631824e-48	1.24043374229822e-46
892	BORA	1.19733299359773e-47	1.61330709190327e-46
3860	HMOX1	1.23221271480322e-47	1.65810845868957e-46
1467	CDKN2B	1.30339088918859e-47	1.75157140234022e-46
2747	EPOR	1.33397654465384e-47	1.79030915419043e-46
1451	CDK5R1	1.35474869659405e-47	1.81579163247053e-46
9076	TMCO1	1.43504630296408e-47	1.9208850052702e-46
2684	EMILIN1	1.43826765261231e-47	1.92266712615309e-46
5778	NFAM1	1.65880398937496e-47	2.21456863305924e-46
2463	DUSP1	2.02560997893209e-47	2.70072481201523e-46
5625	NAP1L4	2.14685305484786e-47	2.8586303831109e-46
8109	SIPA1L3	2.23785355932533e-47	2.97590643908714e-46
1513	CENPN	2.25986568606759e-47	3.00125504234537e-46
2872	F8	2.27614983974782e-47	3.0189403285208e-46
64	ACAT1	2.61523527454668e-47	3.46416516249523e-46
449	AQP3	2.74038359670026e-47	3.62521746804054e-46
1195	CBX8	2.96337597967055e-47	3.91511997937513e-46
213	AGTR1	3.05063482696491e-47	4.02517614717432e-46
7870	SDC3	3.43418613691898e-47	4.52538543664208e-46
7547	RNF8	3.80828507796098e-47	5.01186081476029e-46
7128	PYCR2	4.59872410820951e-47	6.04429203524746e-46
577	ASB16-AS1	4.61528147695615e-47	6.05822689871935e-46
6880	PRELP	5.02357139518012e-47	6.58566904679992e-46
8914	TENT5C	5.55601914432972e-47	7.274309234912e-46
2517	EBF1	5.72558172039163e-47	7.48667645778201e-46
5556	MYO10	5.74413498651627e-47	7.50129463643517e-46
4593	KLK10	5.84695755676527e-47	7.62578195191963e-46
290	ALPL	5.90227445353155e-47	7.68807144888303e-46
610	ASS1	5.96024849667541e-47	7.75365830648068e-46
45	ABI3BP	6.33945189608902e-47	8.23642964737083e-46
2233	DENND4A	6.60042334843125e-47	8.56455442902947e-46
5241	MIS18A	6.62854488381712e-47	8.5900875290537e-46
8335	SNAPIN	7.11299241047512e-47	9.20616689462639e-46
6961	PRPSAP1	7.72571102272663e-47	9.98648770447243e-46
1612	CHRDL1	8.27068565250336e-47	1.067737121103e-45
47	ABL2	8.51011577765418e-47	1.09725485178804e-45
6309	PCNA	9.15176985541687e-47	1.178493097964e-45
3137	FOXK2	1.07954479740795e-46	1.38839560354375e-45
14	AATF	1.1028478243119e-46	1.41657461069759e-45
4074	IGF2BP1	1.14767684429306e-46	1.47229716733837e-45
3707	HDAC5	1.20487360541901e-46	1.54372533852993e-45
7095	PTPRF	1.42414337579571e-46	1.82236610842387e-45
8742	SYT13	1.4680197406371e-46	1.87615135948508e-45
8164	SLC22A1	1.48474932997124e-46	1.89515118366341e-45
9845	WNT11	1.64984068985929e-46	2.10323675914017e-45
10036	ZNF174	1.818589370313e-46	2.31545803056247e-45
2569	EFTUD2	1.87028601090459e-46	2.37830244861655e-45
4887	LST1	2.28759386454218e-46	2.9053298856414e-45
10093	ZNF461	2.30833764665765e-46	2.92801981040502e-45
3652	H2AFV	2.50182569881408e-46	3.16949848493594e-45
1406	CDC7	2.58239436003237e-46	3.26749972942902e-45
793	BCKDHB	2.93171629851518e-46	3.70488818693105e-45
5030	MAPK8IP2	3.34612085723906e-46	4.22333591571873e-45
1530	CEP250	3.69076206587194e-46	4.65255545181106e-45
5461	MTHFD1	3.88792396555379e-46	4.89503100267063e-45
8362	SNTA1	3.91204977672178e-46	4.91931797015954e-45
8225	SLC4A2	4.28921204027771e-46	5.38693260317841e-45
723	AXL	4.40100209842374e-46	5.52051718215347e-45
8616	STEAP3	4.54180672843897e-46	5.69012313404059e-45
7369	RCVRN	5.01191581916895e-46	6.27136772797119e-45
4686	LAMC1	5.05623696000747e-46	6.31905388134595e-45
2953	FASN	5.42026037455531e-46	6.76568206016579e-45
5900	NOS3	5.59613009037377e-46	6.97664600605054e-45
7307	RASSF9	6.15251473817131e-46	7.66089748242555e-45
9915	YKT6	6.35676540770903e-46	7.90554700398825e-45
6869	PRCC	6.55182911342432e-46	8.13818773759043e-45
346	ANKS1A	6.5731692844345e-46	8.15473794275026e-45
983	C1R	6.68288688801645e-46	8.28075618901235e-45
7452	RHNO1	7.07737576253589e-46	8.7588982521019e-45
4082	IGFBP6	7.90964848585942e-46	9.77701750263036e-45
1784	COG5	8.04272079549989e-46	9.92944158405587e-45
10159	ZSCAN16	8.22673660231813e-46	1.01443141158039e-44
765	BASP1	8.43232276049402e-46	1.03852323780273e-44
2946	FANCM	8.62274966958789e-46	1.06069204823117e-44
2957	FAT4	8.93149655985591e-46	1.09734437806056e-44
5335	MPPED1	8.99143284368514e-46	1.10337570951519e-44
7924	SEMA3F	9.57794043456865e-46	1.17393238603454e-44
2954	FASTK	1.02782380945023e-45	1.25824929164106e-44
8878	TCHP	1.03652108396836e-45	1.26737127250122e-44
7793	SAR1B	1.07047096737165e-45	1.30731106255364e-44
